%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
4.0, 167.2501959684305, 56.706233078148216, -206.67809125129133, -193.0124968132004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304294041E9, 0.0, 2024-01-24 13:05:04.294
4.0, 64.50018458580598, 56.53045778023079, 33.91715269815177, -49.1722046174109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304294041E9, 0.0, 2024-01-24 13:05:04.294
5.0, 92.3213003561832, 134.3054172587581, 57.54958051815629, -191.50718708103523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70613030429905E9, 0.0, 2024-01-24 13:05:04.299
5.0, 116.65121951792389, 52.05753743322566, 252.07112696347758, -326.49139618175104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70613030429905E9, 0.0, 2024-01-24 13:05:04.299
6.0, 100.07972281426191, 33.52259325282648, 404.7581525044516, -338.7283488367684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304308911E9, 0.0, 2024-01-24 13:05:04.308
6.0, 215.04424745216966, 140.192019789014, 611.8588524507359, -537.3899645330384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304308911E9, 0.0, 2024-01-24 13:05:04.308
7.0, 19.74293186608702, -46.4476874996908, 674.3656703601591, -405.85207324149087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304313536E9, 0.0, 2024-01-24 13:05:04.313
7.0, 74.4595381678082, 35.95913807395846, 804.3477632701397, -634.5581752317958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304313536E9, 0.0, 2024-01-24 13:05:04.313
8.0, -103.34839537553489, -124.27500557759777, 859.4215300176293, -771.3805451607332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304322661E9, 0.0, 2024-01-24 13:05:04.322
8.0, 111.84170817490667, 120.53136572195217, 936.7551813013852, -528.9060014835559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706130304322661E9, 0.0, 2024-01-24 13:05:04.322
